1,1617203000004,1617203000011,500154,40.0,false,
5,1617203000024,1617203000097,500154,41.0,false,
9,1617203000044,1617203000072,500154,39.0,false,
13,1617203000064,1617203000082,500154,41.0,false,
17,1617203000084,1617203000090,500154,43.0,false,
21,1617203000104,1617203000113,500154,42.0,false,
25,1617203000124,1617203000139,500154,43.0,false,
29,1617203000144,1617203000154,500154,42.0,false,
33,1617203000164,1617203000177,500154,40.0,false,
37,1617203000184,1617203000260,500154,41.0,false,
41,1617203000204,1617203000265,500154,40.0,false,
45,1617203000224,1617203000226,500154,41.0,false,
49,1617203000244,1617203000245,500154,40.0,false,
53,1617203000264,1617203000332,500154,41.0,false,
57,1617203000284,1617203000284,500154,43.0,false,
61,1617203000304,1617203000309,500154,44.0,false,
65,1617203000324,1617203000338,500154,43.0,false,
69,1617203000344,1617203000351,500154,45.0,false,
73,1617203000364,1617203000370,500154,43.0,false,
77,1617203000384,1617203000392,500154,45.0,false,
81,1617203000404,1617203000423,500154,47.0,false,
85,1617203000424,1617203000442,500154,46.0,false,
89,1617203000444,1617203000515,500154,45.0,false,
93,1617203000464,1617203000524,500154,47.0,false,
97,1617203000484,1617203000488,500154,45.0,false,
101,1617203000504,1617203000508,500154,47.0,false,
105,1617203000524,1617203000540,500154,46.0,false,
109,1617203000544,1617203000544,500154,48.0,false,
113,1617203000564,1617203000603,500154,49.0,false,
117,1617203000584,1617203000599,500154,47.0,false,
121,1617203000604,1617203000625,500154,48.0,false,
125,1617203000624,1617203000629,500154,47.0,false,
129,1617203000644,1617203000650,500154,46.0,false,
133,1617203000664,1617203000726,500154,45.0,false,
137,1617203000684,1617203000696,500154,47.0,false,
141,1617203000704,1617203000716,500154,45.0,false,
145,1617203000724,1617203000735,500154,47.0,false,
149,1617203000744,1617203000763,500154,48.0,false,
153,1617203000764,1617203000781,500154,50.0,true,
157,1617203000784,1617203000784,500154,49.0,false,
161,1617203000804,1617203000805,500154,50.0,true,
165,1617203000824,1617203000829,500154,49.0,false,
169,1617203000844,1617203000854,500154,51.0,true,
173,1617203000864,1617203000866,500154,49.0,false,
177,1617203000884,1617203000895,500154,47.0,false,
181,1617203000904,1617203000918,500154,48.0,false,
185,1617203000924,1617203000928,500154,46.0,false,
189,1617203000944,1617203000947,500154,47.0,false,
193,1617203000964,1617203000972,500154,45.0,false,
197,1617203000984,1617203000987,500154,46.0,false,
201,1617203001004,1617203001017,500154,44.0,false,
205,1617203001024,1617203001043,500154,46.0,false,
209,1617203001044,1617203001078,500154,47.0,false,
213,1617203001064,1617203001142,500154,45.0,false,
217,1617203001084,1617203001091,500154,47.0,false,
221,1617203001104,1617203001124,500154,45.0,false,
225,1617203001124,1617203001163,500154,46.0,false,
229,1617203001144,1617203001163,500154,48.0,false,
233,1617203001164,1617203001173,500154,50.0,true,
237,1617203001184,1617203001253,500154,49.0,false,
241,1617203001204,1617203001247,500154,51.0,true,
245,1617203001224,1617203001226,500154,50.0,true,
249,1617203001244,1617203001251,500154,48.0,false,
253,1617203001264,1617203001272,500154,50.0,true,
257,1617203001284,1617203001288,500154,52.0,true,
261,1617203001304,1617203001310,500154,51.0,true,
265,1617203001324,1617203001336,500154,49.0,false,
269,1617203001344,1617203001410,500154,50.0,true,
273,1617203001364,1617203001379,500154,51.0,true,
277,1617203001384,1617203001388,500154,49.0,false,
281,1617203001404,1617203001466,500154,48.0,false,
285,1617203001424,1617203001426,500154,50.0,true,
289,1617203001444,1617203001497,500154,49.0,false,
293,1617203001464,1617203001483,500154,47.0,false,
297,1617203001484,1617203001484,500154,45.0,false,
301,1617203001504,1617203001510,500154,47.0,false,
305,1617203001524,1617203001564,500154,46.0,false,
